,0
1400,میں تو بیٹھا اپنی کرسی چھوڑ کر ان کے سامنے والے صوفے پر آکر بیٹھ گیا آپ کیا کہنا پسند فرمائیں گے میں نے کہا تکلیف
1401,اچانک ہمارے قریب ایک کار آکر کی اور دو آدمی مجھ پر اور ایک آدمی میری سہیلی کے بھائی پر جھپٹ پڑا میری سہیلی کے بھائی جس کا نام
1402,کہنے دیجئے یہ بتائیے کہ آپ کی کتنی بیٹیاں ہیں اور باپ نے کہا تو میں نے جو بے اختیار چوپڑا اس کے چہرے پر حیرت کے تاثرات ابھر آئے
1403,اور باپ نے کہا جی ہاں میری سب سے چھوٹی بیٹی بی اے فائنل میں ہے مگر آپ کھل کر بات کیجئے آپ کہنا کیا چاہتے ہیں میں نے دل کے لہجے میں اس بار
1404,بلکہ نمایاں تھی آپ کا نام اوصاف احمد ہے تو جناب اوصاف احمد صاحب اگر آپ کی بیٹی کالج سے واپسی پر گندے اٹھا کر
1405,کا مطلب یہ نہیں ہے کہ آپ کے منہ میں جو آیا کہنا شروع کردیں گے کسی میں جرات ہے کہ میری بیٹی کی طرف اٹھا کر دیکھ سکے اس کی آنکھیں نکال دوں گا میں نے
1406,ماریہ نے کہا آپ کے قلب کے ایک بیٹر عاشق علی کی نوجوان بیٹی کو کالج سے واپسی پر انہوں نے اغوا کر لیا ہے
1407,انور ہے کو انہوں نے سر پر کوئی چیز مار کر پھینک دیا اور مجھے زبردستی اٹھا کر کار میں ڈالا میں نے دیکھنے کی کوشش کی تو انہوں نے میرے منہ پر ہاتھ رکھ دیا
1408,آپ کی طرح اس کتاب کا ملازم ہے یہ اور بات ہے کہ میں نے چلے ہیں اور وہ میٹر لیکن اس کا یہ مطلب تو نہیں کہ بیٹی کی عزت ہی نہیں ہوتی
1409,آرتھر جے میں کہا تو اوصاف احمد ایک طویل سانس لے کر بیٹھ گیا آپ کا
1410,میں نے جواب اسی لئے دیا تھا کہ مالکوں کا یہی حکم ہے کہ کرپٹ ملازمین کے ذاتی مسائل میں کسی طرح بھی دلچسپی نہ لی جائے میں نے اور اوصاف احمد نے جواب دیا
1411,یا کب فون کیا تھا آپ نے ایس ایس پی صاحب کو ارباب نے پوچھا اسی روز جس روز ہوئی اور میرے کہنے پر
1412,برف گہرا دکھ ہے میں نے کہا کہ تھانے میں پرچہ درج ہوا ہے اور باپ نے پوچھا تھانہ گل بہار میں
1413,اٹھانے کے کسی بستی پر وہ لڑکی کھڑی تھی جب اسے اغوا کیا گیا میں نے جواب دیا میں نے جو اپنے ملازمین
1414,اور خاموشی سے ہر بات کے پیچھے چلتی ہوئی دفتر سے باہر آگئی اب کیا پروگرام ہے کھانے چلیں اللہ نے کہا
1415,کیا کر کیا ملے گا وہی باتیں مجھے اپنے آدمیوں سے بات کرنی ہوگی ایسی واردات انہوں نے نہیں کر سکتی یہ ضرور کوئی بڑا گیا ہوگا اور ایک بار اس کا سراغ میں
1416,کوئی ہے اس نے ایس ایس پی سے بات کی ہے انشاء اللہ جلد ہی لڑکی برابر ہوجائے گی اور باپ نے بیٹے کی 83 منزلوں کو محسوس کرتے ہوئے کام یاسر
1417,تھینک یو سر پیٹر نے کہا اور واپس مڑنے لگا پہلے فون یہاں لے آؤ اور باپ نے کہا تو وہ سر ہلاتا ہوا مرا
1418,ارباب نے کہا یا سڑدا دوسری طرف سے اس پر مودبانہ لہجے میں کہا گیا کہ لوہا بول رہا ہوں آ سلام آباد
1419,ایک اور آواز سنائی دی اس کا لہجہ بھی مودبانہ تھا راحت گلبہار تھانے کی حدود سے تین روز پہلے کسی بس سٹاپ پر ہالی ووڈ
1420,کسی کو برا مت کرنا ہے یا صرف پریشان نہیں کرنی ہے آپ نے پوچھا برآمدگی کرنی ہے اور وہ بھی فوری طور پر آپ نے کہا
1421,ٹھیک ہے سر میں کام شروع کر دیتا ہوں سر جلد ہی آپ کو رپورٹ ہوگا راحت نے جواب دیا او کے کام کو پوری تیزرفتاری سے کرو اور باپ نے جواب دیا
1422,تو لیلیٰ بے اختیار ہنس پڑی عمران اپنے فلیٹ کے ساتھ روم میں بیٹھا ایک کتاب پڑھنے میں مصروف تھا کیونکہ آجکل سیکرٹ سروس کے پاس ہو
1423,نیچے اترے تو اچانک مجھے موقع ملا اور میں تیزی سے دوسری طرف دروازہ کھول کر نیچے اتری پھر میں نے اندھا دھند بھاگنا شروع کر دیا سامنے ایک گلی تھی میں چلی میں چلی گئی
1424,کوئی کام تھا اس لئے عمران کا زیادہ تر وقت پر ہی گزرتا تھا سلیمان بھی اپنے گاؤں گیا ہوا تھا اس لئے عمران سے کھانا کھانے پر قریبی ہوٹل چلا جاتا
1425,کتاب سے نظریں ہٹائے بغیر ہاتھ بڑھا کر اٹھا لیا فقیر تفسیر حمدان بن علی عمرانفروری مطالعہ کتاب بول رہا ہے
1426,عمران کی زبان رواں ہو گئی حالانکہ اس کی نظریں مسلسل کتاب پر جمی ہوئی تھیں ان کا لفظ اپنے کو میسج کر لیا عمران صاحب صدر
1427,مجھے یقین ہے کہ سلیمان پلاٹ پر نہیں ہے گاؤں گیا ہوا ہے صدر نے کہا تو عمران پڑا ہوں ہو تم نہیں اندازہ کیسے لگایا عمران نے چونک کر پوچھا
1428,اس کی موجودگی میں کم ازکم آپ اس طرح رات گئے آوارہ گردی نہیں کر سکتے جس طرح آجکل ہو رہی ہے دوسری طرف سے صدر نے کہا تو عمران بیان
1429,وہ میری بیوی سے دوری اس دوران میں دوسری گلی میں گھس گئی پھر سڑک پر نکل آئیں میں دوڑتی ہوئی سرحد پار کر کے ادھر تمہارے پلاٹوں کی طرف آ گئی اس کے بعد مجھے سیڑھیاں اوپر جاتی تھی
1430,میں تو یہی کام کرتا پھر رہا ہوگا حال تمہارے سلمان کی موجودگی میں یہ کام نہیں کر سکتا اور سلیمان کیا جواب دیتی ہے جبکہ تمہارے لیے ظاہر ہے کوئی نہ کوئی
1431,بندوبست تو کرنا ہی ہو گا عمران نے کہا کہ صدر بے اختیار ہنس پڑا میں غلطی نہیں کر رہا تھا بلکہ جاگ کر رہا تھا کہ آپ کا
1432,صبح کے قریب کی بات کر رہا ہوں ویسے ابھی میں نے میسج لیہ کو یہ بات نہیں بتائی اگر آپ اجازت دیں تو بتا دو صدر کے لہجے میں شرارت تھی
1433,دل کو بے شک بتا دو تا کہ اسے بھی معلوم ہو سکے کہ میری راتیں کیسے گزرتی ہیں شاید اس کے پتھر دل میں جو آنکھ لگ جائیں لیکن ابھی تک نہ بتانا ورنہ
1434,سنگر نکاح یا میرے فلیٹ پر آ جاؤ 24 کلومیٹر ہائی اور چالیس پچاس گز کی پگڑی ساتھ لے آنا پھر تمہیں اس اہم راز سے آگاہ کیا جاتا
1435,ستائیں عمران نے کہا ٹھیک ہے میں آ رہا ہوں دوسری طرف سے صدر نے کہا اور اس کے ساتھ ہی رابطہ ختم ہوگیا تو عمران رسیور ق
1436,کی کوشش کی اور اس کے پیچھے ان کا کیا مقصد تھا اور ابھی تک ٹائیگر کی طرف سے کوئی جواب نہ آیا تھا اور وہ خود اس بات کو بھول گیا تھا اب صدر کی یاد میں
1437,آنے پر اسے خیال آیا کہ ابھی تک ٹائیگر نے رپورٹ کیوں نہیں اس لیے اس نے سوچا کہ صدر کے آنے سے پہلے وہ ٹائیگر سے رپورٹ لی ٹرانسلیٹر
1438,تم نے ابھی تک استادوں کے بارے میں کوئی رپورٹ نہیں دی اور عمران نے سخت لہجے میں کہا تھا جو کو آج صبح ہلاک کر دیا گیا ہے وہ نایاب
1439,ان کی ایک چھوٹی سی کوٹھڑی میں رہتا تھا وہ اس کی لاش ملی ہے اور تنگ کرنے کا حق بنتا تھا تو کیا وہ کوئی بڑا بندہ تھا میرا خیال ہے
1440,ٹائیگر نے جواب دیا نا گروپ یہ کون ہے اور کیا کام کرتا ہے اس کو کس نے منع کیا ہے اور عمران نے پوچھا
1441,مجھے خود اس بارے میں علم نہیں ہے لیکن صرف اتنا معلوم ہے کہ بڑے بازار میں کوئی ناگ ہوٹل ہے اس کا مالک ناگن ان کا کوئی بندہ ہے جس میں باقاعدہ گروپ
1442,کردیا تھوڑی دیر بعد کال کی آواز سنائی دی تو وہ اٹھا اور بیرونی دروازے کی طرف بڑھ گیا ارے یعنی یہ اتنے سارے
1443,بلائے مہمان خوامخواہ عمران نے دروازہ کھلتے ہی کہا کیونکہ باہر صفدر کے ساتھ ساتھ وہ اور بھی موجود تھے ہمیں معلوم
1444,یہ بتاؤ کہ لے کر کے آئے ہو عمران نے ان کی آنے پر دروازہ بند کرتے ہوئے کہا کہ فی الحال تو ہم آپ کے حق میں نے دعاؤں کا تحفہ لائے ہیں
1445,لڑکی نے رک کر اور رو رو کر پوری تفصیل بتا دیں آدمیوں کا ہو لیا ہے عمران نے کہا وہ بڑے بڑے ہیں
1446,آپ دیکھیں گے کہ آپ اس صفحہ کے بدلے کیا دیتے ہیں صدر نے کہا کہ تم میرے شاگرد ہی نہیں سکتے کیونکہ ابھی خود مجھ میں
1447,تحلیقی نہ آپ نے کسی نئے کیسز کا سراغ لگا لیا ہے اور اپنی عادت کے مطابق آپ اکیلے ہی اس پر کام کر رہے ہیں اور نتھنوں میں کچھ پر بیٹھے ہوئے
1448,کہا جبکہ اور بجائے صرف وہ مانیں گے سیدھا کچن کی طرف بڑھ گیا وہ وہاں سے ہلی تک اکیلا ہوں اس روم میں لے آیا تھا اور یہ کیا
1449,پھر میز پر رکھنا شروع کر دی جب کہ عمران نے بے اختیار دونوں ہاتھوں سے سر پکڑ لیا وہ میری گردن پکڑ لے گیا سارا مال
1450,عمران نے روکنے والے لہجے میں کہا آپ کہہ دیجئے گا کہ کہاں گئے تھے اس بار تم نے مسکراتے ہوئے کہا اور ساتھ ہی ایک پلیٹ میں موجود رہنا کر کھانا شروع کر دیا
1451,انہوں نے موٹے موٹے کپڑے پہنے ہوئے ہیں سر پر بڑے بڑے بال ہیں بڑی بڑی مونچھیں ہیں وہ انتہائی خوفناک لوگ ہیں میں نے کہا تو عمران بے اختیار ہے
1452,ضلعی گورنمنٹ شہر
1453,سرور ٹرپل فائیو
1454,ڈاٹ کام آڈیو پروڈکشن سر اور تھکن
1455,قومیت اور بہت بڑی تعداد میں حیران کر دینے والے کے ساتھ شامل تھے یہ کیس چل کہ اس نے دولت کے حصول سے زیادہ اپنے شوق کی
1456,کے ان کے لیے حل کیے ہر وہ چیز جس میں غیر معمولی واقعہ نہ ہوتا شاہ لاکھوں اسے لینے سے انکار کر دیتا ہوں میں
1457,منظر عام پر نہیں لا سکا کیونکہ اسے پوشیدہ رکھنے کا وعدہ کیا تھا جس سے وعدہ کیا وہ عورت پچھلے مہینے وفات پا گئیں اور وعدہ یہی تھا کہ اس
1458,زندگی میں یہ کسی کو نہیں بتایا جائے گا ہاں اس کی ایک اور وجہ یہ بھی ہے کہ ان حقائق سے پردہ اٹھایا جائے جو کہ ڈاکٹر گراؤنڈ بھی
1459,اور میں نے تمہیں کیوں کیا ہوا کیا آگ لگائی ہے نہیں ایک معمر خاتون پریشانی کی حالت میں ملنے آئی ہے وہ ہمارا انتظار کر رہی ہے
1460,ہے جب کوئی خاتون اتنی صبح ملنے آئے اور ملاقات پر اصرار کرے تو معاملہ ضرور سنجیدہ ہوتا ہے اور مجھے یقین ہے کہ تم بھی اس خاتون سے ملنا پسند کرو گے
